Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Gambia, The",GMB,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.2759315,-0.240336599999999,-0.240822799999999,-0.245087299999999,-0.1573975,-0.3962133,-0.6333333,-0.615959599999999,-0.6385879,-0.6917675,-0.7074094,-0.696732999999999,-0.6556196,-0.7701443,-0.8714738,-0.891646899999999,-0.9231417,-0.9137354,-0.503196099999999,-0.417942,-0.3416671,-0.222816799999999,-0.3139401,-0.3002052,-0.296167199999999,-0.3342284
"Gambia, The",GMB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.3103372,0.3350601,0.0263955,-0.1330182,0.0617904,-0.7057479,-0.4946695,-0.419842799999999,-0.3569654,-0.5183904,-0.633665599999999,-0.6685595,-0.6923652,-0.7332373,-0.8035133,-0.8943356,-0.9141184,-0.964988099999999,-0.5615844,-0.4590143,-0.443056699999999,-0.336829999999999,-0.3721489,-0.3639747,-0.340458,-0.394193399999999
Ghana,GHA,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.214866199999999,-0.5731233,-0.0109083,-0.3000833,-0.3194152,-0.3390642,-0.4199254,-0.1130597,-0.0943405,-0.0856728,-0.0172755,0.0661022,0.0550802,-0.0180774,-0.0209075,-0.1952286,-0.2762732,-0.246555599999999,-0.2759026,-0.140224799999999,-0.0994456,-0.0922532,-0.1554389,-0.0967234999999999,-0.1303327,-0.1934794
Ghana,GHA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.2889734,-0.4973006,-0.1613038,-0.0673975,-0.1615689,-0.189166399999999,-0.0514475,0.2121295,0.1996048,0.0965169999999999,0.0402315,0.0192559,0.1772023,0.1657172,0.2017795,0.1435263,0.2011809,0.2040096,0.2800282,0.1999325,0.1177125,0.1110047,0.0415219,0.0021348,-0.0029916,0.0539695
Guinea,GIN,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.584524199999999,-0.845999,-0.8520228,-0.856287199999999,-0.8577419,-0.882385499999999,-0.888743,-1.1793284,-1.3699881,-1.3149643,-1.2871445,-1.2031714,-1.1443626,-1.1535446,-1.1447747,-1.1775585,-1.097256,-1.0088286,-1.09129299999999,-1.1175524,-0.9231457,-0.8663898,-1.0113603,-0.9739553,-1.0078531,-1.17445279999999
Guinea,GIN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.2165933,-1.221153,-1.2271174,-1.1562918,-1.35589649999999,-1.2683284,-1.36527239999999,-1.37262669999999,-1.418297,-1.5405459,-1.62950819999999,-1.4931823,-1.44327569999999,-1.44435049999999,-1.48052309999999,-1.50843099999999,-1.1894041,-1.1407363,-1.1416472,-1.104063,-1.08321389999999,-1.0962208,-1.003033,-1.05538819999999,-1.1068782,-1.1479306
Guinea-Bissau,GNB,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-1.01032259999999,-1.0090603,-0.8169843,-1.088014,-1.1082963,-1.13502029999999,-1.1489973,-1.0742275,-1.13439959999999,-1.12268829999999,-1.1227048,-1.12242209999999,-1.1238522,-1.3434781,-1.42845,-1.58751319999999,-1.5509685,-1.57810309999999,-1.664347,-1.59620689999999,-1.52807229999999,-1.2993067,-1.21682239999999,-1.1609749,-1.1549527,-1.3460193
Guinea-Bissau,GNB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.8769757,-1.8087843,-1.57505529999999,-1.256251,-1.3537084,-1.2548711,-1.1520652,-1.1633285,-1.2085782,-1.28667819999999,-1.31645029999999,-1.3160216,-1.3258959,-1.5652773,-1.60079939999999,-1.4091451,-1.3024083,-1.3675385,-1.3274637,-1.1339259,-1.1439271,-1.1334891,-1.2016468,-1.25159,-1.2070689,-1.23482809999999
Kenya,KEN,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-1.0195375,-1.1801909,-0.9754007,-0.9730905,-0.7526162,-0.8947352,-1.0460424,-0.946384999999999,-0.961026199999999,-1.0513432,-1.1084859,-0.854366499999999,-0.9218464,-0.974947799999999,-0.9346291,-0.834178699999999,-0.9711807,-0.900809099999999,-0.8985955,-0.8341484,-0.809611299999999,-0.7505394,-0.710787899999999,-0.751285,-0.7594497,-0.8018297
Kenya,KEN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.876216999999999,-1.0959866,-0.951877299999999,-0.962291,-0.912129299999999,-0.7295068,-0.738038699999999,-0.7731656,-0.8625067,-0.9124338,-0.9557808,-0.8769138,-0.866718299999999,-0.7864458,-0.7406402,-0.5508657,-0.6423593,-0.612463299999999,-0.5442175,-0.5107269,-0.559008899999999,-0.5784344,-0.445618199999999,-0.4245656,-0.427558899999999,-0.464532
Lesotho,LSO,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.2575126,-0.461704199999999,-0.4698191,-0.4607172,-0.4519129,-0.314591399999999,-0.1245853,0.075208,0.0238937,0.1069533,0.1974813,0.1788739,0.2006484,0.1451542,0.2476871,0.1248333,0.0497097,0.0206204,0.0469636,0.0206214,-0.0282232,-0.009674,-0.1543581,-0.1463735,-0.3006103,-0.302427
Lesotho,LSO,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.0992281,0.0894182999999999,0.1855462,0.1963907,0.1964373,-0.239873199999999,-0.0570674,-0.142599299999999,-0.1851989,-0.1808092,-0.179036399999999,-0.2581736,-0.2534609,-0.1994631,-0.1984955,-0.1499856,-0.1298453,-0.1871002,-0.2496806,-0.337208299999999,-0.341573299999999,-0.369226499999999,-0.401743299999999,-0.4650393,-0.442253499999999,-0.406586499999999
Libya,LBY,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.7275475,-0.7288134,-0.7325145,-1.0539097,-1.0548034,-1.11627529999999,-1.1957157,-1.1939274,-1.1569251,-1.1162314,-1.2049286,-1.2258396,-1.250864,-1.1136811,-1.2916518,-1.475239,-1.59599119999999,-1.59775319999999,-1.6097899,-1.51601339999999,-1.5465395,-1.5214215,-1.5502152,-1.5332986,-1.5426693,-1.5315957
Libya,LBY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.2657422,-1.26790959999999,-1.182786,-1.3801427,-1.2248297,-1.1296781,-1.1693927,-1.1415494,-1.06989699999999,-1.0141289,-1.17927839999999,-1.1938263,-1.19040979999999,-1.0379947,-1.39483849999999,-1.59536189999999,-1.75455909999999,-1.6960655,-1.6097257,-1.5684814,-1.6213786,-1.6334673,-1.56279409999999,-1.7431898,-1.66847289999999,-1.6980126
Liberia,LBR,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-1.49441689999999,-1.5850777,-0.5434764,-1.1101642,-1.11161889999999,-1.246766,-1.3670714,-0.783521799999999,-0.7198737,-0.6268627,-0.438770799999999,-0.412423,-0.5668276,-0.4732171,-0.664203,-0.7936808,-0.734354699999999,-0.8475684,-0.852785,-0.9857106,-0.9910994,-0.9167423,-0.9896145,-1.0479173,-1.01213,-1.0473848
Liberia,LBR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-2.1566479,-1.91831519999999,-1.9212509,-1.890774,-1.79485609999999,-1.5096474,-1.2444464,-0.8299262,-0.9589814,-0.906836699999999,-0.954131299999999,-0.894351399999999,-0.897125899999999,-0.8335786,-0.848839799999999,-0.7733006,-0.7924952,-0.8082285,-0.791767,-0.831029799999999,-0.870665599999999,-0.855358499999999,-0.8429491,-0.858746399999999,-0.8997457,-0.868004
Malawi,MWI,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.4138309,-0.4150968,-0.4079104,-1.0735796,-0.9516688,-0.7886719,-0.782758899999999,-0.6539942,-0.663681899999999,-0.5696725,-0.5351013,-0.4404681,-0.3507495,-0.4934439,-0.643145499999999,-0.819742899999999,-0.829149999999999,-0.8277565,-0.715168199999999,-0.8171813,-0.802321,-0.4785598,-0.4316195,-0.6548107,-0.627533999999999,-0.6486607
Malawi,MWI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3229574,-0.4121974,-0.413622799999999,-0.462183099999999,-0.3690919,-0.288101999999999,-0.1724688,-0.220824499999999,-0.1641484,-0.1003642,-0.1222938,-0.132729899999999,-0.1907518,-0.2988361,-0.236368299999999,-0.3096161,-0.320057,-0.3434887,-0.2603898,-0.2926334,-0.3048007,-0.262679899999999,-0.2454536,-0.215452999999999,-0.1343556,-0.1463001
Mali,MLI,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.510722999999999,-0.8087455,-0.814769299999999,-0.7363348,-0.7017145,-0.5385639,-0.5198863,-0.4876272,-0.506626,-0.5653538,-0.5124794,-0.5808838,-0.5360999,-0.666150799999999,-0.599550199999999,-0.6426253,-0.6307364,-0.6456428,-0.706974099999999,-0.744831199999999,-0.7719638,-0.7753949,-0.896400299999999,-0.8528176,-0.849355899999999,-0.9808589
Mali,MLI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.254907999999999,-0.264791799999999,-0.2649884,-0.322183899999999,-0.1787465,-0.3638342,-0.2395513,-0.267944099999999,-0.1351054,-0.3684673,-0.3095302,-0.4185293,-0.4621075,-0.749730799999999,-0.822118999999999,-0.7038046,-0.7521911,-0.7584401,-0.7545362,-0.7515531,-0.8086867,-0.8335984,-0.882688199999999,-1.0213887,-1.0366418,-1.0943496
Mauritania,MRT,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.5575926,-0.560368099999999,-0.5684831,-0.2834875,-0.2854472,-0.5709681,-0.674049799999999,-0.6238901,-0.5401178,-0.7988269,-0.7090306,-0.6166503,-0.5421054,-0.734616199999999,-0.7989219,-0.9214158,-0.9528354,-0.8308534,-0.8700694,-0.8944903,-0.981007499999999,-0.7915263,-0.879153,-0.8477941,-0.7965253,-0.933744999999999
Mauritania,MRT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.5587984,-0.563240899999999,-0.560795199999999,-0.5571233,-0.654087499999999,-0.890168,-0.7919799,-0.7435007,-0.5999118,-1.0780743,-0.9367894,-0.899488699999999,-0.953907899999999,-0.989272199999999,-1.069894,-0.9896735,-0.9742152,-0.915534499999999,-0.806902,-0.823958899999999,-0.7821412,-0.7061772,-0.8740834,-0.8487425,-0.8540015,-0.863509899999999
Mauritius,MUS,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,0.4571539,0.4550643,0.3762098,0.4145757,0.3492526,0.2162981,0.2458762,0.4004471,0.3592469,0.5643594,0.5303188,0.3259093,0.343491,0.4410037,0.4205264,0.4563263,0.2903886,0.3223687,0.2855506,0.3016043,0.3198001,0.3426669,0.416008,0.3948817,0.3417899,0.3404819
Mauritius,MUS,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.8053907,0.9953086,0.9536851,0.9596849,0.9029544,0.8654116,0.9387356,0.8666351,0.8866194,0.94264,0.9104794,0.837472,0.8838383,1.0288472,0.9329893,0.9599584,0.8836384,0.9620156,0.9262704,0.926741,0.8929962,0.9547352,0.7212842,0.6838381,0.6633408,0.638614
Mozambique,MOZ,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.222016,-0.223281899999999,-0.555964999999999,-0.664196599999999,-0.6145358,-0.710106599999999,-0.663562499999999,-0.6055707,-0.5146029,-0.4411018,-0.5409016,-0.6420833,-0.648115,-0.5844214,-0.7525881,-0.861341399999999,-0.8687712,-0.991651899999999,-0.9645689,-0.8725989,-0.8757647,-0.7627176,-0.809070699999999,-0.9013357,-0.904286399999999,-1.0618104
Mozambique,MOZ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.7144999,-0.7179766,-0.7078803,-0.660718399999999,-0.7630262,-0.6481694,-0.5631045,-0.4953955,-0.5530645,-0.5816598,-0.5769245,-0.6362812,-0.7838554,-0.6756875,-0.9450097,-0.904627899999999,-0.8527751,-1.0119212,-0.9914898,-0.9808812,-0.9656024,-1.0406476,-1.0487663,-1.0728381,-1.1016921,-1.1949508
Morocco,MAR,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.1050425,-0.0906577,-0.2831165,-0.123071,-0.3936459,-0.3883585,-0.5205989,-0.3493154,-0.3077874,-0.3770822,-0.3848958,-0.3011276,-0.5058263,-0.5029325,-0.4173212,-0.4165717,-0.352055199999999,-0.3146541,-0.3911459,-0.475142299999999,-0.425659399999999,-0.408551999999999,-0.4783966,-0.4879114,-0.5521901,-0.5186913
Morocco,MAR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.4363129,0.252351,0.2141976,-0.1580799,-0.3429218,-0.2119047,-0.4379494,-0.3782659,-0.3834633,-0.467205899999999,-0.413999299999999,-0.3848819,-0.381967699999999,-0.3317303,-0.4333613,-0.372493199999999,-0.3687701,-0.2935249,-0.3713857,-0.3248223,-0.3198643,-0.314662899999999,-0.4447944,-0.4491939,-0.3934002,-0.3678036
Niger,NER,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.7843911,-1.29420509999999,-0.9976217,-1.0018861,-1.0033408,-0.8820479,-0.7805882,-0.772062999999999,-0.6805262,-0.5497619,-0.632288699999999,-0.6019841,-0.511074399999999,-0.435072099999999,-0.374697,-0.4434815,-0.4307116,-0.4203841,-0.4352048,-0.4471908,-0.438836799999999,-0.529990899999999,-0.5632509,-0.5631731,-0.517433,-0.6169138
Niger,NER,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6903746,-0.6931596,-0.895342,-0.8025618,-0.803658099999999,-0.6771649,-0.6483549,-0.6245355,-0.6328629,-0.6759696,-0.642442499999999,-0.6195252,-0.5181874,-0.6902391,-0.7158576,-0.6904258,-0.5809198,-0.5704113,-0.5600199,-0.5744578,-0.5391518,-0.5192429,-0.598975199999999,-0.665473,-0.804084799999999,-0.9457241
Nigeria,NGA,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-1.1619134,-1.3225666,-1.42742899999999,-1.6883572,-1.5156767,-1.39574779999999,-1.2796302,-1.18877529999999,-1.1576585,-1.0428079,-1.0705308,-1.1312205,-1.1407268,-1.1466737,-1.1851958,-1.29811949999999,-1.1613946,-1.0910815,-1.14439619999999,-1.1452871,-1.1258494,-1.1178348,-1.1909306,-1.225087,-1.098731,-1.1145909
Nigeria,NGA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.1352687,-1.1332464,-1.2256919,-1.5261562,-1.4253748,-1.2389652,-1.2662786,-1.1068189,-1.0404247,-0.999070599999999,-1.0044187,-1.11565809999999,-1.061201,-1.0854852,-1.18585759999999,-1.1320206,-0.960877499999999,-0.8794569,-0.793796,-0.813823899999999,-0.8377059,-0.8413031,-0.926327599999999,-0.9998212,-0.934848799999999,-1.0069453
Rwanda,RWA,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.80338,-0.806155499999999,-0.7486237,-0.7155773,-0.717537,-0.3583417,-0.3597549,-0.224057199999999,-0.1290585,0.0459088,0.0325468,0.2778291,0.2939461,0.4271324,0.4277974,0.4896227,0.5000821,0.5807531,0.5061897,0.4362084,0.4520132,0.5134655,0.4694992,0.5279544,0.6808504,0.6254936
Rwanda,RWA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.5234476,-1.51822899999999,-1.376078,-1.0945646,-1.01647,-0.870006,-0.8413571,-0.7562457,-0.684833999999999,-0.561597799999999,-0.624173499999999,-0.4603771,-0.4166968,-0.3228854,-0.2889095,-0.2189234,-0.1582498,-0.1233215,-0.138634999999999,-0.143413899999999,-0.14057,-0.0314872999999999,0.0190329,0.0067627,0.0714762,0.1002757
Sao Tome and Principe,STP,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,0.3420657,0.3392902,0.2162935,0.2105487,-0.0821514,-0.322845,-0.4171686,-0.459173699999999,-0.3761365,-0.2913022,-0.24061,-0.2249869,-0.158021599999999,-0.1592074,-0.1937576,-0.0806894,-0.0797689999999999,-0.1169146,0.0961283999999999,0.1565474,0.1759771,0.0892524,0.1620477,0.1448531,0.1218554,0.1841644
Sao Tome and Principe,STP,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.1603564,0.1529846,0.132105,-0.177531599999999,-0.1676551,-0.4611845,-0.4161621,-0.4191259,-0.3647061,-0.4049177,-0.559762,-0.487468499999999,-0.488221199999999,-0.578294299999999,-0.666458,-0.636713299999999,-0.5832763,-0.505767899999999,-0.4991696,-0.4949939,-0.4874284,-0.356877899999999,-0.3937827,-0.294381499999999,-0.3531339,-0.3531666
Senegal,SEN,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.0413473,0.1549906,0.1512895,0.3635809,-0.164649799999999,-0.153957899999999,-0.184227299999999,-0.2938212,-0.366259699999999,-0.373044899999999,-0.4445787,-0.5598176,-0.3719629,-0.2609003,-0.221789899999999,0.03561,0.0806390999999999,0.0315258,-0.0177432,0.0271111,-0.000328699999999999,-0.0155587,0.0360917,0.0169424,0.0381077,0.1130413
Senegal,SEN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.0853833,-0.0474739999999999,-0.0454952,0.0311348,-0.1818951,-0.1369852,-0.0277204,-0.2240603,-0.177297099999999,-0.218077499999999,-0.2903716,-0.3419317,-0.3452903,-0.2019456,-0.2085281,-0.1359198,-0.1373394,-0.0666168,-0.129583199999999,-0.1376841,-0.111789,-0.0993883,-0.1485159,-0.1356248,-0.170334799999999,-0.2046739
Seychelles,SYC,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,0.640072,0.6372965,0.6291815,0.6681958,0.727407,0.2196211,0.1121234,0.1146319,0.112835,0.1133127,0.4120842,0.4410844,0.4403622,0.4106607,0.4170086,0.4713108,0.9238577,0.9114965,0.7220791,0.8163729,1.0734136,1.1448063,1.1441374,1.1495314,1.151735,1.2307957
Seychelles,SYC,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.4589395,0.4515677,0.4654232,0.4813133,0.5437378,0.4574304,0.4114195,0.3031967,0.3921316,0.3259884,0.1962254,0.1074652,0.1120002,0.1387238,0.1582385,0.140185,0.2919363,0.337312,0.2519102,0.4346563,0.4330134,0.532971,0.5521392,0.5983146,0.5546447,0.5968987
Sierra Leone,SLE,Control of Corruption - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_CC.EST,-0.6468024,-0.6643678,-0.6703916,-0.8043632,-0.8124904,-0.8325731,-1.0388939,-1.0120347,-0.956930899999999,-0.890809299999999,-0.7565101,-0.6318848,-0.6666656,-0.7690941,-0.801596699999999,-0.8422333,-0.7988086,-0.826636199999999,-0.6651075,-0.5315771,-0.512898499999999,-0.4611415,-0.478002999999999,-0.5533309,-0.568678999999999,-0.702284199999999
