Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2018","2018","kg/ha","14620.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2019","2019","kg/ha","14918.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2020","2020","kg/ha","14960.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2021","2021","kg/ha","14624.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2022","2022","kg/ha","14896.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2023","2023","kg/ha","15564.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01510","Potatoes","2024","2024","kg/ha","15434.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1961","1961","kg/ha","1552","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1962","1962","kg/ha","1800.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1963","1963","kg/ha","1911.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1964","1964","kg/ha","1830.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1965","1965","kg/ha","1746.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1966","1966","kg/ha","1717.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1967","1967","kg/ha","1865.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1968","1968","kg/ha","1901","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1969","1969","kg/ha","1957.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1970","1970","kg/ha","1922.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1971","1971","kg/ha","1883.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1972","1972","kg/ha","1897.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1973","1973","kg/ha","1849.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1974","1974","kg/ha","1893.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1975","1975","kg/ha","1896.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1976","1976","kg/ha","1822.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1977","1977","kg/ha","1780.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1978","1978","kg/ha","1810.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1979","1979","kg/ha","1783.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1980","1980","kg/ha","1829.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1981","1981","kg/ha","1785","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1982","1982","kg/ha","1813.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1983","1983","kg/ha","1881.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1984","1984","kg/ha","1874.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1985","1985","kg/ha","1939.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1986","1986","kg/ha","1956","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1987","1987","kg/ha","2011.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1988","1988","kg/ha","1913.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1989","1989","kg/ha","2012.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1990","1990","kg/ha","2104.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1991","1991","kg/ha","2081.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1992","1992","kg/ha","2094.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1993","1993","kg/ha","2191.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1994","1994","kg/ha","2053.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1995","1995","kg/ha","2130.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1996","1996","kg/ha","2258.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1997","1997","kg/ha","2203.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1998","1998","kg/ha","2097.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","1999","1999","kg/ha","2322.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2000","2000","kg/ha","2313.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2001","2001","kg/ha","2207.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2002","2002","kg/ha","2194.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2003","2003","kg/ha","2267.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2004","2004","kg/ha","2271.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2005","2005","kg/ha","2274.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2006","2006","kg/ha","2355.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2007","2007","kg/ha","2406.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2008","2008","kg/ha","2586.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2009","2009","kg/ha","2588.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2010","2010","kg/ha","2294.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2011","2011","kg/ha","2418.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2012","2012","kg/ha","2402.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2013","2013","kg/ha","2367.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2014","2014","kg/ha","2364.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2015","2015","kg/ha","2301.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2016","2016","kg/ha","2310.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2017","2017","kg/ha","2242.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2018","2018","kg/ha","2185.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2019","2019","kg/ha","2334.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2020","2020","kg/ha","2399.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2021","2021","kg/ha","2365.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2022","2022","kg/ha","2328.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2023","2023","kg/ha","2352.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0113","Rice","2024","2024","kg/ha","2371.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1961","1961","kg/ha","809.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1962","1962","kg/ha","834.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1963","1963","kg/ha","794","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1964","1964","kg/ha","780.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1965","1965","kg/ha","755.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1966","1966","kg/ha","729.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1967","1967","kg/ha","788.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1968","1968","kg/ha","711.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1969","1969","kg/ha","659.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1970","1970","kg/ha","758.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1971","1971","kg/ha","778.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1972","1972","kg/ha","740.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1973","1973","kg/ha","707.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1974","1974","kg/ha","892.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1975","1975","kg/ha","858","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1976","1976","kg/ha","757.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1977","1977","kg/ha","803.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1978","1978","kg/ha","797.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1979","1979","kg/ha","853.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1980","1980","kg/ha","920","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1981","1981","kg/ha","974","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1982","1982","kg/ha","885","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1983","1983","kg/ha","864.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1984","1984","kg/ha","761","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1985","1985","kg/ha","822.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1986","1986","kg/ha","859","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1987","1987","kg/ha","807.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1988","1988","kg/ha","885.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1989","1989","kg/ha","769.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1990","1990","kg/ha","728","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1991","1991","kg/ha","807.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1992","1992","kg/ha","776.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1993","1993","kg/ha","808","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1994","1994","kg/ha","767.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1995","1995","kg/ha","832.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1996","1996","kg/ha","863.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1997","1997","kg/ha","792.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1998","1998","kg/ha","877.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","1999","1999","kg/ha","862.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2000","2000","kg/ha","868.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2001","2001","kg/ha","880.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2002","2002","kg/ha","865.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2003","2003","kg/ha","915.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2004","2004","kg/ha","959.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2005","2005","kg/ha","861.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2006","2006","kg/ha","970.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2007","2007","kg/ha","946.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2008","2008","kg/ha","930.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2009","2009","kg/ha","901.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2010","2010","kg/ha","959.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2011","2011","kg/ha","908.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2012","2012","kg/ha","982.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2013","2013","kg/ha","897.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2014","2014","kg/ha","1001.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2015","2015","kg/ha","999.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2016","2016","kg/ha","986.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2017","2017","kg/ha","987.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2018","2018","kg/ha","1017.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2019","2019","kg/ha","1008.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2020","2020","kg/ha","1015.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2021","2021","kg/ha","922.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2022","2022","kg/ha","1010","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2023","2023","kg/ha","951","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","0114","Sorghum","2024","2024","kg/ha","948.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1961","1961","kg/ha","12336.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1962","1962","kg/ha","12962.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1963","1963","kg/ha","12888.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1964","1964","kg/ha","13195.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1965","1965","kg/ha","13452.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1966","1966","kg/ha","13269.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1967","1967","kg/ha","12445","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1968","1968","kg/ha","12705.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1969","1969","kg/ha","13228.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1970","1970","kg/ha","12890.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1971","1971","kg/ha","12728.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1972","1972","kg/ha","12302.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1973","1973","kg/ha","11952.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1974","1974","kg/ha","12885.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1975","1975","kg/ha","14120.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1976","1976","kg/ha","13557.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1977","1977","kg/ha","13896.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1978","1978","kg/ha","13705.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1979","1979","kg/ha","13900.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1980","1980","kg/ha","14919.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1981","1981","kg/ha","14928.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1982","1982","kg/ha","15227.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1983","1983","kg/ha","15132.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1984","1984","kg/ha","15887.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1985","1985","kg/ha","17130.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1986","1986","kg/ha","18798.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1987","1987","kg/ha","19867","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1988","1988","kg/ha","17643.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01234","Tomatoes","1989","1989","kg/ha","17264.7","E","Estimated value",""
